dataset,field,threshold,lower_interval_em,distance,higher_interval_em,lower_interval_f1,distance,higher_interval_f1,samples,sample_size,len_lower,len_higher
squad_base,kth_sentence_new,0,<79.11875;83.94687499999999>,0,<77.684375;82.38125>,<86.53740097491065;89.90996304537433>,0,<85.80185392060197;89.34689269053591>,100,800,3571,6999
squad_base,distances,7,<79.934375;84.875>,9.243750000000006,<65.809375;70.690625>,<87.90086678644269;91.2207527010595>,8.390599774438499,<76.04137950514948;79.51026701200419>,100,800,8768,1651
squad_base,distances,8,<79.5;85.39375>,9.309375000000003,<66.375;70.190625>,<87.24117031913246;91.11848691810552>,8.720634406371815,<75.36631248945334;78.52053591276065>,100,800,9048,1371
squad_base,distances,2,<81.5;85.75625>,2.1187500000000057,<74.49375;79.38125>,<88.79773311697917;91.58997677792568>,1.6827661065559454,<83.03619173064946;87.11496701042323>,100,800,5050,5369
squad_base,distances,3,<81.934375;86.25>,5.1781250000000085,<72.434375;76.75625>,<89.17784608954405;92.04563572592741>,3.93131293596673,<81.20574035007101;85.24653315357732>,100,800,6454,3965
squad_base,distances,4,<81.184375;86.084375>,6.4281250000000085,<70.428125;74.75625>,<88.67079553463832;91.7797277974321>,5.164140885193035,<79.62425937026008;83.50665464944528>,100,800,7340,3079
squad_base,distances,5,<80.74375;85.440625>,6.868750000000006,<69.059375;73.875>,<88.29185739245783;91.64779853116514>,6.10523025157228,<78.835934845983;82.18662714088555>,100,800,7957,2462
squad_base,distances,6,<80.809375;85.375>,8.678125000000009,<67.625;72.13125>,<87.97648081074152;91.37484163791355>,7.013032750980514,<77.27864330822777;80.963448059761>,100,800,8447,1972
squad_base,distances,7,<80.434375;84.815625>,9.428125000000009,<66.625;71.00625>,<88.1188966127502;90.95852775847754>,8.364398331891124,<76.11346434298255;79.75449828085908>,100,800,8768,1651
squad_base,distances,8,<79.625;84.375>,9.75,<66.36875;69.875>,<87.58783435883375;90.78404858086422>,9.34805124184274,<75.47732404560281;78.239783116991>,100,800,9048,1371
squad_base,distances,2,<81.553125;85.690625>,1.8031249999999943,<74.928125;79.75>,<88.96609385839793;91.88118920792564>,1.7123595563293037,<83.44371218956947;87.25373430206862>,100,800,5050,5369
squad_base,distances,3,<81.546875;86.13125>,3.4625000000000057,<72.059375;78.084375>,<89.04842450111447;92.15473101563481>,3.3754032139556926,<81.54324009990158;85.67302128715878>,100,800,6454,3965
squad_base,distances,4,<81.125;85.440625>,5.6781250000000085,<70.625;75.44687499999999>,<88.60608082534895;91.50939773761363>,4.972279703579858,<79.8678895148463;83.6338011217691>,100,800,7340,3079
squad_base,distances,5,<80.625;85.38125>,6.243750000000006,<68.559375;74.38125>,<88.01121554866764;91.47206518830393>,5.432570280409408,<78.14376107002688;82.57864526825823>,100,800,7957,2462
squad_base,distances,6,<80.25;84.875>,8.5,<67.309375;71.75>,<88.16875555526809;91.3057393642285>,7.629553118677677,<76.66971070649127;80.53920243659041>,100,800,8447,1972
squad_base,distances,7,<80.059375;85.690625>,8.559375000000003,<66.809375;71.5>,<88.09866786245665;91.64187117267848>,8.202205222205478,<75.97177992906289;79.89646264025117>,100,800,8768,1651
squad_base,distances,8,<79.934375;84.75>,9.934375000000003,<66.25;70.0>,<87.47999499627177;91.01889854502434>,9.336089566757195,<75.31077603452252;78.14390542951458>,100,800,9048,1371
squad_super_distances_7,distances,2,<79.809375;84.625>,1.5593750000000028,<72.678125;78.25>,<87.31137270403347;90.86971360443485>,1.020357823585087,<81.96238905936441;86.29101488044839>,100,800,5050,5369
squad_super_distances_7,distances,3,<79.559375;84.57187499999999>,3.3687500000000057,<70.9875;76.190625>,<87.4245786373022;90.60752548680358>,2.4043025334705135,<81.07691651572337;85.02027610383169>,100,800,6454,3965
squad_super_distances_7,distances,4,<79.125;84.5>,4.375,<69.125;74.75>,<87.0925476408749;90.80576463528847>,3.8171520753989086,<79.25734673754613;83.27539556547599>,100,800,7340,3079
squad_super_distances_7,distances,5,<78.61875;83.82187499999999>,5.4281250000000085,<68.625;73.190625>,<86.83356929274693;90.47714498903123>,4.162265477132777,<78.6818098624855;82.67130381561415>,100,800,7957,2462
squad_super_distances_7,distances,6,<78.25;83.565625>,5.493750000000006,<67.303125;72.75625>,<86.0648759200153;90.3235178558762>,4.452172799624435,<78.23459587988803;81.61270312039086>,100,800,8447,1972
squad_super_distances_7,distances,7,<78.434375;83.565625>,6.9281250000000085,<67.625;71.50625>,<86.55775836452005;90.09603249118638>,6.050190353916193,<77.45632921848353;80.50756801060386>,100,800,8768,1651
squad_super_distances_7,distances,8,<77.875;83.0>,7.737500000000011,<66.11875;70.13749999999999>,<86.41259898164915;89.8935424815398>,7.19689269920903,<76.3917249855781;79.21570628244012>,100,800,9048,1371
squad_super_distances_7,distances,2,<79.684375;84.440625>,1.6843750000000028,<73.059375;78.0>,<87.2165941763432;90.86362276223635>,0.7941266423706281,<82.67484159038389;86.42246753397256>,100,800,5050,5369
squad_super_distances_7,distances,3,<79.809375;84.190625>,2.7375000000000114,<71.290625;77.07187499999999>,<87.62944296739623;90.56451662912123>,2.2413686781885644,<80.90695514182941;85.38807428920767>,100,800,6454,3965
squad_super_distances_7,distances,4,<79.059375;84.32187499999999>,3.9937500000000057,<69.934375;75.065625>,<87.61054583822903;90.82673280270086>,3.9926246936309298,<79.80499321033119;83.6179211445981>,100,800,7340,3079
squad_super_distances_7,distances,5,<79.184375;84.07187499999999>,5.493750000000006,<68.1125;73.690625>,<86.86542414173498;90.66089277790876>,4.412696767132346,<78.69499936531601;82.45272737460263>,100,800,7957,2462
squad_super_distances_7,distances,6,<79.25;83.5>,7.434375000000003,<67.0;71.815625>,<87.06212087905129;90.29727638746289>,5.639916099634505,<77.39080908763897;81.42220477941679>,100,800,8447,1972
squad_super_distances_7,distances,7,<78.184375;83.0>,6.618750000000006,<67.36875;71.565625>,<86.37209271089036;89.785094400462>,5.950182005672076,<77.16284043266297;80.42191070521828>,100,800,8768,1651
squad_super_distances_7,distances,8,<78.11875;83.065625>,7.6781250000000085,<66.5;70.440625>,<86.49896692009786;90.12612434496302>,6.961668161253812,<76.06204395145483;79.53729875884405>,100,800,9048,1371
squad_super_distances_7,distances,2,<79.921875;84.75625>,1.4812500000000028,<73.49375;78.440625>,<87.2489718389932;90.97000523578525>,0.669478468212489,<82.9685075954679;86.57949337078071>,100,800,5050,5369
squad_super_distances_7,distances,3,<79.684375;84.690625>,3.5531250000000085,<70.309375;76.13125>,<87.86730689501019;90.60301513432039>,2.874364664253875,<80.90439748288303;84.99294223075631>,100,800,6454,3965
squad_super_distances_7,distances,4,<79.434375;83.5>,5.368750000000006,<69.559375;74.065625>,<87.39990466801954;90.38502592723661>,4.266873152566916,<79.58798202689205;83.13303151545263>,100,800,7340,3079
squad_super_distances_7,distances,5,<79.059375;84.125>,5.296875000000014,<68.125;73.76249999999999>,<86.84062006344385;90.54929374291957>,4.2549411677542395,<78.62147282554042;82.58567889568961>,100,800,7957,2462
squad_super_distances_7,distances,6,<78.99375;84.13125>,6.618750000000006,<67.684375;72.375>,<87.28265861687021;90.40038425258845>,5.571227191838915,<78.07752465229397;81.7114314250313>,100,800,8447,1972
squad_super_distances_7,distances,7,<77.86875;84.13749999999999>,6.5531250000000085,<67.434375;71.315625>,<86.8558323616702;90.49025893307838>,6.387593475641211,<77.2015341884116;80.46823888602898>,100,800,8768,1651
squad_super_distances_7,distances,8,<78.303125;82.690625>,7.803124999999994,<65.928125;70.5>,<86.57781560329299;89.47673210013158>,7.053440217204212,<76.18562461989048;79.52437538608878>,100,800,9048,1371
squad_super_distances_7,distances,2,<80.053125;84.315625>,1.8624999999999972,<73.178125;78.190625>,<87.75398768002101;90.72738898773454>,1.3275498747201055,<82.72522836580353;86.4264378053009>,100,800,5050,5369
squad_super_distances_7,distances,3,<79.375;84.315625>,2.809375000000003,<71.24375;76.565625>,<87.47104147992434;90.85598416645212>,2.7110219497157857,<80.65571384155362;84.76001953020855>,100,800,6454,3965
squad_super_distances_7,distances,4,<78.915625;83.565625>,4.284375000000011,<69.875;74.63125>,<87.26732359683113;90.20776930897705>,3.960417164877768,<79.79770872577257;83.30690643195337>,100,800,7340,3079
squad_super_distances_7,distances,5,<79.25;83.565625>,6.243750000000006,<68.74375;73.00625>,<87.33900845467541;90.32638543538619>,5.020174326852853,<78.4947003016;82.31883412782256>,100,800,7957,2462
squad_super_distances_7,distances,6,<79.059375;83.63125>,6.993750000000006,<67.11875;72.065625>,<86.63684557257636;90.27574395714662>,5.217050860421523,<77.84378778733269;81.41979471215484>,100,800,8447,1972
squad_super_distances_7,distances,7,<78.25;83.315625>,6.684375000000003,<67.75;71.565625>,<86.56032003797652;90.29126621792865>,5.67058645528185,<77.34567944909597;80.88973358269467>,100,800,8768,1651
squad_super_distances_7,distances,8,<78.125;83.065625>,7.684375000000003,<66.625;70.440625>,<86.58808744822954;89.94062243407896>,7.310936206029226,<76.35702845918748;79.27715124220032>,100,800,9048,1371
squad_base,similar_words,3,<73.434375;78.00625>,0.6187500000000057,<78.625;83.440625>,<82.48960661900168;85.8499350784453>,0.711919627330289,<86.56185470577559;89.99740339372627>,100,800,1894,8676
squad_base,similar_words,4,<74.053125;79.19687499999999>,0,<78.625;84.38125>,<83.17353376092312;87.00474065531712>,0,<86.51932945185496;90.65961761037534>,100,800,3281,7289
squad_base,similar_words,5,<75.559375;80.38749999999999>,0,<79.99375;84.440625>,<83.97388281559596;87.29485417446439>,0,<87.29103267351688;90.48653781910936>,100,800,4916,5654
squad_base,similar_words,6,<76.1125;80.75625>,0,<80.559375;85.50625>,<84.27469923541857;87.9482045025037>,0.20930178882198902,<88.15750629132569;91.50147338425654>,100,800,6445,4125
squad_base,similar_words,7,<76.25;80.875>,0.875,<81.75;85.565625>,<84.59063325140889;88.19109718580621>,0.9097005018590636,<89.10079768766528;91.625117748032>,100,800,7740,2830
squad_base,similar_words,8,<76.934375;82.25>,0.18437500000000284,<82.434375;85.625>,<85.04667278043989;88.66693472493047>,1.046481996226973,<89.71341672115744;92.09856951513795>,100,800,8738,1832
squad_base,similar_words,3,<73.434375;77.5>,1.1187500000000057,<78.61875;83.50625>,<83.08576474938657;85.6779142560793>,0.7000289630230014,<86.3779432191023;90.04530001002747>,100,800,1894,8676
squad_base,similar_words,4,<74.171875;78.815625>,1.1843750000000028,<80.0;83.875>,<83.58752070494475;86.6985114861518>,0.3298469201718319,<87.02835840632363;90.29721822907355>,100,800,3281,7289
squad_base,similar_words,5,<75.303125;80.38749999999999>,0,<80.059375;84.815625>,<83.96910443338425;87.91965614912966>,0,<87.46679619519512;90.88942544370033>,100,800,4916,5654
squad_base,similar_words,6,<75.625;80.25>,0.8093750000000028,<81.059375;85.125>,<84.32255150227736;87.55008215113342>,0.8564130067885571,<88.40649515792198;91.36190713463841>,100,800,6445,4125
squad_base,similar_words,7,<75.8625;81.88749999999999>,0,<81.86875;86.00625>,<84.54548657074739;88.26577925591188>,0.9562847032954664,<89.22206395920735;91.93451039491416>,100,800,7740,2830
squad_base,similar_words,8,<76.74375;82.078125>,0.7312500000000028,<82.809375;85.5>,<85.18314680698583;88.59409288281799>,1.2423356895271809,<89.83642857234517;91.84435437634008>,100,800,8738,1832
squad_base,similar_words,3,<73.684375;77.75625>,0.7906250000000057,<78.546875;83.940625>,<82.59988384452079;86.19781584063078>,0,<86.19225334738967;90.35556118704413>,100,800,1894,8676
squad_base,similar_words,4,<73.875;79.07187499999999>,0,<78.934375;84.078125>,<83.24753630692862;86.78249654986898>,0,<86.65586456283239;90.37565894031982>,100,800,3281,7289
squad_base,similar_words,5,<75.11875;79.815625>,0.4937500000000057,<80.309375;84.63125>,<83.94693357512261;87.70385090276869>,0.13011416731124825,<87.83396507007994;90.94346810235722>,100,800,4916,5654
squad_base,similar_words,6,<75.74375;81.0>,0.43437500000000284,<81.434375;85.25625>,<84.0226391965861;88.02245857613903>,0.6395171546533192,<88.66197573079235;91.56679423222185>,100,800,6445,4125
squad_base,similar_words,7,<76.61875;81.190625>,0.4937500000000057,<81.684375;85.25>,<84.64147910700277;88.74085816607933>,0.2900918203434628,<89.0309499864228;91.63878768791976>,100,800,7740,2830
squad_base,similar_words,8,<76.5;82.13749999999999>,0.04687500000001421,<82.184375;85.815625>,<84.80877562129294;89.06524057746918>,0.5872963513508012,<89.65253692881998;91.99455857347033>,100,800,8738,1832
squad_base,similar_words,3,<73.625;78.13749999999999>,0.6000000000000085,<78.7375;83.25625>,<82.69515839957846;86.0645144439715>,0.2855869795988184,<86.35010142357032;89.87189429636575>,100,800,1894,8676
squad_base,similar_words,4,<74.125;78.625>,1.0,<79.625;84.125>,<83.45021736570494;86.85303003303639>,0.17319841372443534,<87.02622844676083;90.15414324593303>,100,800,3281,7289
squad_base,similar_words,5,<75.25;79.940625>,0.3687500000000057,<80.309375;85.13749999999999>,<83.64124674177201;87.18899611640089>,0.37960153037620614,<87.56859764677709;91.11359575424564>,100,800,4916,5654
squad_base,similar_words,6,<75.24375;80.440625>,0.6187500000000057,<81.059375;85.63749999999999>,<84.28912879796107;87.43782780745234>,0.9614484484129235,<88.39927625586526;91.36045870574969>,100,800,6445,4125
squad_base,similar_words,7,<76.5;81.32187499999999>,0.17812500000000853,<81.5;85.440625>,<84.41846810901994;88.32535575679358>,0.7216912736127767,<89.04704703040636;91.57309532608788>,100,800,7740,2830
squad_base,similar_words,8,<76.9875;81.88125>,0.3687500000000057,<82.25;85.940625>,<85.26041332463885;88.91211765401171>,0.6580655595744247,<89.57018321358613;91.95537240950247>,100,800,8738,1832
squad_base,similar_words,3,<74.125;77.88125>,0.9281250000000085,<78.809375;83.440625>,<83.0273348851067;85.86448017712547>,0.4110211241072932,<86.27550130123277;89.98236137886438>,100,800,1894,8676
squad_base,similar_words,4,<73.934375;79.38749999999999>,0.11250000000001137,<79.5;84.13125>,<83.42345140544732;87.0533696652893>,0,<86.56466054531319;90.02786949445745>,100,800,3281,7289
squad_base,similar_words,5,<74.934375;80.50625>,0,<79.61875;84.690625>,<83.70820467291196;87.37639454848714>,0,<87.07038996876224;90.85097651239812>,100,800,4916,5654
squad_base,similar_words,6,<75.6125;80.940625>,0,<80.803125;85.63125>,<83.99987322287186;88.20135208042913>,0.293695589794126,<88.49504767022326;91.67108191424018>,100,800,6445,4125
squad_base,similar_words,7,<76.809375;81.5>,0,<81.4875;85.75>,<85.2016711662283;88.32093690280949>,0.6134941537468563,<88.93443105655635;91.92627482876043>,100,800,7740,2830
squad_base,similar_words,8,<76.75;81.625>,0.24375000000000568,<81.86875;86.25625>,<84.99866624933692;88.55972334637966>,0.9560246617962491,<89.5157480081759;92.00616062760619>,100,800,8738,1832
squad_super_similar_words_4,similar_words,3,<71.36875;76.565625>,0.8093750000000028,<77.375;82.5>,<81.64902763918546;85.28001073029668>,0.47008442495692293,<85.7500951552536;89.43926516963838>,100,800,1894,8676
squad_super_similar_words_4,similar_words,4,<72.375;77.565625>,0,<77.428125;82.625>,<82.22089527385384;86.01126985700101>,0,<85.92279063407925;89.2287345287062>,100,800,3281,7289
squad_super_similar_words_4,similar_words,5,<73.5;77.88125>,0.11250000000001137,<77.99375;82.375>,<82.79992050609539;86.57595270283558>,0,<86.20586312481554;89.43656091951115>,100,800,4916,5654
squad_super_similar_words_4,similar_words,6,<73.803125;79.75>,0,<79.184375;83.63125>,<83.39232728687838;87.13344141886097>,0.10774116312609294,<87.24118258198706;90.34265354696949>,100,800,6445,4125
squad_super_similar_words_4,similar_words,7,<74.9875;80.375>,0,<79.684375;84.0>,<84.1266571722592;87.77724446806047>,0,<87.73691535764473;90.38412862851686>,100,800,7740,2830
squad_super_similar_words_4,similar_words,8,<75.25;80.315625>,0.3031250000000085,<80.61875;83.940625>,<84.41236042325697;87.77491462125543>,0.18702551547175972,<87.9619401367272;90.67190772934677>,100,800,8738,1832
squad_super_similar_words_4,similar_words,3,<72.059375;76.01875>,0.7781250000000028,<76.796875;81.88125>,<82.06394296497996;85.09488500055087>,0.1542264323490059,<85.24911143289988;89.09656143058746>,100,800,1894,8676
squad_super_similar_words_4,similar_words,4,<72.75;77.38125>,0.3031250000000085,<77.684375;82.625>,<82.49298346438351;86.1371254737672>,0,<85.84515729329604;89.57293190026589>,100,800,3281,7289
squad_super_similar_words_4,similar_words,5,<73.4875;78.315625>,0,<78.24375;83.25>,<82.9412300896087;86.42491455104215>,0,<86.3827262991167;89.92725619407634>,100,800,4916,5654
squad_super_similar_words_4,similar_words,6,<73.546875;79.44687499999999>,0,<79.171875;83.88749999999999>,<82.96680921141446;86.99245237183273>,0.1752228141999268,<87.16767518603265;90.46391757173208>,100,800,6445,4125
squad_super_similar_words_4,similar_words,7,<74.303125;79.88749999999999>,0,<79.684375;84.440625>,<83.57335918989322;87.57711049133422>,0,<87.53247568594801;90.80315585453053>,100,800,7740,2830
